name,url,First appearance,Latest appearance,Occupation(s),Residence,Gender,Color,Eye color,Portrayer,Appearance,Classification,Spouse,Parents,Children
Jody Ann Chovy,https://spongebob.fandom.com/wiki/Jody_Ann_Chovy,"""Upturn Girls""","""Spatula of the Heavens""",Employee at Upturn's,"Bikini Bottom, Pacific Ocean",Female,Caramel brown,Black,,,Anchovy,,,
BusinessFish 2,https://spongebob.fandom.com/wiki/BusinessFish_2,The Executive Treatment,Upturn Girls,,,Female,Orange,Beige with black pupils,,,Fish,,,
Incidental 63,https://spongebob.fandom.com/wiki/Incidental_63,"""Pickles""","['""Big League Bob"" (SpongeBob SquarePants)', '""Legend of the Lost Bathroom"" (The Patrick Star Show)']","['Nurse', 'Movie actress', 'Billboard model', 'Harpist', 'Bikini Bottom Pet Show official (Official)', 'Choir singer', 'Cellist', 'Bikini Bottom Mall pickle store owner', 'Student']","['Bikini Bottom, Pacific Ocean', 'Dead Eye Gulch', 'Dullsville']",Female,Dark aquamarine,Black,"['Mary Jo Catlett', 'Jill Talley', 'Sirena Irwin']",,Tuna,,,
Doctor 11,https://spongebob.fandom.com/wiki/Doctor_11,"""Code Yellow""","""Upturn Girls""","['Doctor', 'Musician']","Bikini Bottom, Pacific Ocean",Male,Light olive green,Black,,,Fish,,,
Q.T.-π,https://spongebob.fandom.com/wiki/Q.T.-%CF%80,,,Ride at Glove World!,"Glove World!, Bikini Bottom, Pacific Ocean",,Yellow,Black,Tom Kenny,"""Say Awww!""",Robot duckling,,,
Veterinarian,https://spongebob.fandom.com/wiki/Veterinarian,,,,,Female,Green,Black,Jill Talley,"""Say Awww!""",Fish,,,
Incidental 182,https://spongebob.fandom.com/wiki/Old_timer_Glove_World_employee,"""The Grill is Gone""","['""Momageddon"" (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']","['Info clerk', 'Fine China salesman', 'Glove World! employee (Old timer Glove World employee)']","Bikini Bottom, Pacific Ocean",Male,Purple,Black,"['Tom Kenny (""Say Awww!"")', 'Doug Lawrence (""Karen for Spot"")', 'Rodger Bumpass (""Dr. Smart Science"")']",,Fish,,,
Visual aids,https://spongebob.fandom.com/wiki/Visual_Aids,The SpongeBob Movie: Sponge Out of Water,"""Say Awww!""",,"Bikini Bottom, Pacific Ocean",Male,Purple,Black,,,Fish,,,
"""Navy"" incidentals",https://spongebob.fandom.com/wiki/%22Navy%22_incidentals,"""Shell of a Man""","""Say Awww!"" (Navy 3 and inc and ""Muscle Extra"" 1 and 2)","['Retired members of the Navy', 'Umpire (Unknown ""Navy"" 1)', 'Healthy Krab employee (Navy inc and Unknown ""Navy"" 2)', 'Pirate (Unknown ""Navy"" 7)']","Bikini Bottom, Pacific Ocean",Male,Various,Various,,,Fish,,,
"""Judge"" incidentals",https://spongebob.fandom.com/wiki/%22Judge%22_incidentals,"""Slimy Dancing""","""Say Awww!"" (Judge 2)","['Dance judges', 'Trumpet player (Judge 1)', 'Nurse (Judge 2)', 'Actor (Judge 3)', 'Advertiser for Pappy Farms (Judge 3)']","['Bikini Bottom, Pacific Ocean', 'New Kelp City']",Male and one female (Judge 2),Various,Black,,,Fish,,,
"""Viking"" incidentals",https://spongebob.fandom.com/wiki/%22Viking%22_incidentals,"""Dear Vikings""","""Say Awww!"" (Viking 12)","['Vikings', 'Opera singer (Unknown ""Viking"" 3)', 'Garbage man (Viking 12)']","['Viking mountain, Pacific Ocean', 'Bikini Bottom (Vikings 6 and 12 and Unknown ""Viking"" 3)', 'Germany (Unknown ""Vikings"" 2 and 3)']",Male,Various,Black,"['Dee Bradley Baker', 'Rodger Bumpass', 'Clancy Brown', 'Tom Kenny', 'Gary Stockdale']",,Fish,,,
"""A"" incidentals",https://spongebob.fandom.com/wiki/%22A%22_incidentals,The SpongeBob Movie: Sponge Out of Water,Saving Bikini Bottom: The Sandy Cheeks Movie,,"Bikini Bottom, Pacific Ocean",Male and female,Various,Various,Dee Bradley Baker (Incidental A18),,"['Fish', 'Cephalopod (Incidental A32)']",,,
Incidental A7,https://spongebob.fandom.com/wiki/Incidental_A7,"""The SpongeBob Movie: Sponge Out of Water""","""Say Awww!""",,,Female,Light pink,Black,,,Fish,,,
Incidental A20,https://spongebob.fandom.com/wiki/Incidental_A20,"""The SpongeBob Movie: Sponge Out of Water""",Saving Bikini Bottom: The Sandy Cheeks Movie,,,Female,Sky blue,Black,,,Fish,,,
"""Muscle Fish"" incidentals",https://spongebob.fandom.com/wiki/%22Muscle_Fish%22_incidentals,"""Larry the Floor Manager""","""Say Awww!"" (Muscle Fish 4)",Healthy Krab employees,"Bikini Bottom, Pacific Ocean",Male and one female (Muscle Fish 4),Various,Various,,,Fish,,,
"""Biker"" incidentals",https://spongebob.fandom.com/wiki/%22Biker%22_incidentals,"""Potato Puff""","""Say Awww!"" (Bikers C and D)",Bikers,"Bikini Bottom, Pacific Ocean",Male,Various,Various,,,"['Fish', 'Squid (Biker C)']",,,
Creepy squid,https://spongebob.fandom.com/wiki/Creepy_squid,The SpongeBob SquarePants Movie,"""Tango Tangle""",Biker,"Bikini Bottom, Pacific Ocean",Male,Dark purple,Black,,,Squid,,,
Orca kid,https://spongebob.fandom.com/wiki/Orca_kid,"""SpongeGuard on Duty""","""Friendiversary""",,"Goo Lagoon, Bikini Bottom, Pacific Ocean",Female,Black,Black,,,Orca,,,
Goth whale,https://spongebob.fandom.com/wiki/Goth_whale,"""Mall Girl Pearl""","""Tango Tangle"" (cameo)",Scorched Coral associate,,Female,Light gray,Dark blue,Lori Alan,,Sperm whale,,,
Prawn,https://spongebob.fandom.com/wiki/Prawn,Battle for Bikini Bottom,"""Captain Pipsqueak""",Supervillain,,Male,Light blue,Black,Doug Lawrence,,Prawn,,,
Mister Weiner/Mr. Weenie Jr.,https://spongebob.fandom.com/wiki/Mister_Weiner,"""SpongeBob You're Fired""","""Sir Urchin and Snail Fail""",Owner and manager of Weenie Hut,"Bikini Bottom, Pacific Ocean",Male,Light green and dark spring green,Black,"['Dee Bradley Baker (""SpongeBob You\'re Fired"")', 'Carlos Alazraqui (""Captain Pipsqueak"")']",,Fish,,,
Notodoris,https://spongebob.fandom.com/wiki/Notodoris,"""Captain Pipsqueak""",SpongeBob Simulator,,,Female,Yellow,Black,Jill Talley,,Notodoris,,,
The Foot,https://spongebob.fandom.com/wiki/The_Foot,,,,,Male,Purple,,,"""Captain Pipsqueak""",Foot,,,
Frankenstein's gorilla,https://spongebob.fandom.com/wiki/Frankenstein%27s_gorilla,,,,Nosferatu's castle,Male,"Gray, green, and brown",Black,Tom Kenny,"""Squidferatu""",Gorilla,,,
Innkeeper,https://spongebob.fandom.com/wiki/Innkeeper,,,,,Male,Unknown,Black,Dee Bradley Baker,"""Squidferatu""",,,,
Creepy coachman,https://spongebob.fandom.com/wiki/Creepy_coachman,,,,,Male,Unknown,Black,,"""Squidferatu""",,,,
Kidferatu,https://spongebob.fandom.com/wiki/Kidferatu,"""Cabin of Curiosities""","""End of Summer Daze""",,"Trawler cabin, Kamp Koral, Pacific Ocean",Male,White/Pale,Black,Dee Bradley Baker,,Vampire,,Nosferatu (father),
Incidental 56,https://spongebob.fandom.com/wiki/Incidental_56,"""Scaredy Pants""","""Squidferatu""",Performer,"['Bikini Bottom, Pacific Ocean', ""Nosferatu's castle""]",Male,White,White with black pupils,"['Tom Kenny', 'Dee Bradley Baker', 'Rodger Bumpass']",,Fish,,,
Incidental F4,https://spongebob.fandom.com/wiki/Incidental_F4,"""Culture Shock""","""SpongeBob's Super Bowl Party""",,"['Bikini Bottom, Pacific Ocean', 'Transylvanian village (Barrel guy)']",Male,"['Army green', 'Olive green']",Pale blue with teal pupils,"['Doug Lawrence', 'Tom Kenny']",,Fish,,,
Incidental EHS12,https://spongebob.fandom.com/wiki/Incidental_EHS12,"""The Nitwitting""","""SpongeBob on Parade""",Member of the Empty Head Society,"['Bikini Bottom, Pacific Ocean', 'Transylvanian village']",Female,Pink,Black,,,Fish,,,
Phantom of the Opera,https://spongebob.fandom.com/wiki/Phantom_of_the_Opera,,,,,Male,Unknown,Black,Lon Chaney,"""Squidferatu""",,,,
Slappy heads,https://spongebob.fandom.com/wiki/Slappy_heads,,,,,Male,Pale yellow,,Tom Kenny,"""Slappy Daze""",,,,
Slippy,https://spongebob.fandom.com/wiki/Slippy,"""Mid-Season Finale""","""Tango Tangle""",Pet shop clerk,,Female,Pale yellow,"['Dark blue (debut)', 'Periwinkle (Slappy Daze)']",Jill Talley,,Fish,,,
Dr. Calimari,https://spongebob.fandom.com/wiki/Dr._Calimari,,,,Dr. Calimari's Physician,Male,Unknown,Unknown,Dee Bradley Baker,"""Slappy Daze""",,,,
Barker,https://spongebob.fandom.com/wiki/Barker,,,,,Male,Mint green,Black,Dee Bradley Baker,"""Slappy Daze""",Fish,,,
SpongeBot,https://spongebob.fandom.com/wiki/SpongeBot,,,,"SpongeBot's house, Binary Bottom",Male,Brown,Light blue,Tom Kenny,"""Welcome to Binary Bottom""",Robot sponge,,,
RoboGary,https://spongebob.fandom.com/wiki/RoboGary,"""Welcome to Binary Bottom""",SpongeBob Simulator,,SpongeBot's house,Male,Pinkish gray,Red,Tom Kenny,,Robot snail,,,
Pat-Tron,https://spongebob.fandom.com/wiki/Pat-Tron_(The_Patrick_Star_Show),"""Lost in Couch""","""All Bot Myself""",,"['S.S. Super Minnow (The Patrick Star Show)', 'Tron-tron (""Blorpsgiving"")', 'Pat-Tron\'s house, Binary Bottom (""Welcome to Binary Bottom"")']",Male,Pink/transparent,Black,Bill Fagerbakke,,Robot,,"['Cecil-5000 (father)', 'Bun-Bot (mother)']",
SquidBot,https://spongebob.fandom.com/wiki/SquidBot_(Welcome_to_Binary_Bottom),,,,"SquidBot's house, Binary Bottom",Male,Pastel teal,Bright red,Rodger Bumpass,"""Welcome to Binary Bottom""",Robot octopus,,,
SquidBot twin,https://spongebob.fandom.com/wiki/SquidBot_twin,,,,,Male,Pastel teal,Bright red,Rodger Bumpass,"""Welcome to Binary Bottom""",Robot,,,
RoboKrabs,https://spongebob.fandom.com/wiki/RoboKrabs,,,,,Male,Copper rose,Black,Clancy Brown,"""Welcome to Binary Bottom""",Robot crab,,,
Karen,https://spongebob.fandom.com/wiki/Karen_(Welcome_to_Binary_Bottom),,,,Binary Bottom,Female,Pale purple,Black,Jill Talley,"""Welcome to Binary Bottom""",Fish,PlankBot,,
SpongeBot's alarm clock robot,https://spongebob.fandom.com/wiki/SpongeBot%27s_alarm_clock_robot,,,,SpongeBot's house,,Navy blue,,,"""Welcome to Binary Bottom""",Alarm clock robot,,,
Bathroom mirror robot,https://spongebob.fandom.com/wiki/Bathroom_mirror_robot,,,,SpongeBot's house,,Different shades of blue,,,"""Welcome to Binary Bottom""",Mirror robot,,,
Krabby Battery employee hat,https://spongebob.fandom.com/wiki/Krabby_Battery_employee_hat,,,,SpongeBot,,White,,,"""Welcome to Binary Bottom""",Hat robot,,,
Mrs. Puff robot,https://spongebob.fandom.com/wiki/Mrs._Puff_robot,,,,,Female,Gray,Black,,"""Welcome to Binary Bottom""",Robot pufferfish,,,
Lady Upturn robot,https://spongebob.fandom.com/wiki/Lady_Upturn_robot,,,,"Binary Bottom, Pacific Ocean",Female,Pink,Black,,"""Welcome to Binary Bottom""",Robot fish,,,
Sandroid,https://spongebob.fandom.com/wiki/Sandroid,,,,"Sandroid's treedome, Binary Bottom",Female,,Yellow,Carolyn Lawrence,"""Welcome to Binary Bottom""",Robot squirrel,,,
PlankBot,https://spongebob.fandom.com/wiki/PlankBot,,,,Binary Bottom,Male,Deep green,Red,Doug Lawrence,"""Welcome to Binary Bottom""",Robot Planktonic copepod,Karen (Welcome to Binary Bottom),,
RoboLarry,https://spongebob.fandom.com/wiki/RoboLarry,,,,,Male,,Black,Doug Lawrence,"""Welcome to Binary Bottom""",Robot lobster,,,
RoboRube,https://spongebob.fandom.com/wiki/RoboRube,,,,,Male,,Black,Doug Lawrence,"""Welcome to Binary Bottom""",Robot,,,
Bubble Bass robot,https://spongebob.fandom.com/wiki/Bubble_Bass_robot,,,,Binary Bottom,Male,Dark brown,Black,,"""Welcome to Binary Bottom""",Robot bass,,Mama Bass robot (mother),
Mama Bass robot,https://spongebob.fandom.com/wiki/Mama_Bass_robot,,,,Binary Bottom,Female,Dark brown,Black,,"""Welcome to Binary Bottom""",Robot Bass,,,Bubble Bass robot (son)
GrandPat Star,https://spongebob.fandom.com/wiki/GrandPat_Star,"""Late for Breakfast""",,"['Prisoner (formerly)', 'Army soldier (formerly)', 'Vacuum cleaner salesman (formerly)', 'Toothsmith (formerly)', 'Clamiseum clown (formerly)']","Star house, Bikini Bottom, Pacific Ocean",Male,Light beige,"Olive green (""Shrinking Stars"", ""10 & 1 Toilets"")",Dana Snyder,,Starfish,,,Cecil Star (son)
"""RobotInc"" incidentals",https://spongebob.fandom.com/wiki/%22RobotInc%22_incidentals,"""Welcome to Binary Bottom""","SpongeBob Simulator (""Robotic"" Fred and Incidental 7)",Hot dog vendor (Incidental 39),Binary Bottom,Male and female,Various,Various,,,"['Robot fish', 'Robot anchovy (Incidental 30A)', 'Robot squid (Incidental 11)', 'Robot trout (RobotInc 6)', 'Robot grouper (Incidental 1)', 'Robot snapper (Incidental 2)', 'Robot minnow (Incidental 7)', 'Robot batfish (Incidental 24)', 'Robot tuna (Incidental 23)', 'Robot dolphinfish (RobotInc 4)']",,,
Incidental 41,https://spongebob.fandom.com/wiki/Incidental_41,"""Ripped Pants"" (as one of the fish at snack bar)","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Game Night"" (pictured) (Kamp Koral: SpongeBob\'s Under Years)', '""Patrick Show Land"" (The Patrick Star Show)']","['Bus driver', 'Police officer', 'Preacher', 'Choir Boy', 'SWAT Team member', 'Store clerk', 'Guppies R Us employee', 'Bank of Bikini Bottom Bank security guard', 'Executive (BusinessFish 41)', 'Sailor', 'Reef Cinema employee', 'Glove World! employee', 'Camera man', 'Lumberjack', 'Jellyfish convention announcer', 'Railroad dispatcher', 'Drum player', 'Football player', 'Battle re-enactor', 'Blue soldier', 'A No. 1 Wreckers operator', 'Actor', 'Salesman', 'Garbage truck driver', 'Collector', 'Krusty Krab commercial crew member (formerly)', 'Snail-Po World Headquarters businessman', 'The Real Mermaid Man and Barnacle Boy Movie crew member', 'Pilot', 'Kelpshake employee', 'Soldier', 'Sheriff', ""Buxton's servant"", 'Miner', 'Piano player', 'Photographer', 'Racer', 'Krusty Krab Stadium sewer control employee', 'Judge', 'Superhero', ""Neptune's Paradise Security (Bus driver)"", 'Vending machine entrepreneur', 'Student', 'Cable repairman', 'Stair war solider']","['His trailer, Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Binary Bottom (RobotInc 1)', 'Cemetery']",Male,"['Yellow-tan', 'Lavender', 'Dark purple', 'Light green']",Black,"['Doug Lawrence (""Big Pink Loser,"" ""I\'m Your Biggest Fanatic,"" ""Procrastination,"" ""My Pretty Seahorse,"" ""Idiot Box,"" ""Doing Time,"" ""Spongicus,"" ""For Here or to Go,"" ""Move It or Lose It,"" ""Squid Baby,"" ""Out of the Picture,"" ""Insecurity Guards,"" ""Plankton and the Beanstalk,"" ""FUN-Believable,"" and ""Allergy Attack!"")', 'Tom Kenny (""Artist Unknown,"" ""Missing Identity,"" ""Mermaid Man & Barnacle Boy VI: The Motion Picture,"" ""SquidBob TentaclePants,"" ""Mrs. Puff, You\'re Fired,"" ""Wigstruck,"" ""Slimy Dancing,"" ""A Life in a Day,"" ""Gullible Pants,"" ""Chum Bucket Supreme,"" ""The Play\'s the Thing,"" ""Big Sister Sam,"" ""Squiditis,"" ""Move It or Lose It,"" ""Evil Spatula,"" ""Tutor Sauce,"" ""Sandy\'s Nutmare,"" ""Snooze You Lose,"" ""Jolly Lodgers,"" ""SpongeBob\'s Bad Habit,""  ""Plane to Sea,"" and ""Hot Crossed Nuts"")', 'Rodger Bumpass (""Sandy, SpongeBob, and the Worm,"" ""Fungus Among Us,"" ""Boat Smarts,"" ""Roller Cowards,"" ""A Flea in Her Dome,"" ""Greasy Buffoons,"" ""SpongeBob\'s Last Stand,"" ""Are You Happy Now?,"" ""Free Samples,"" ""It Came from Goo Lagoon,"" ""The Sewers of Bikini Bottom,"" ""Larry\'s Gym,"" ""Married to Money,"" ""Salsa Imbecilicus,"" ""High Sea Diving,"" ""Stormy Weather,"" ""Say Awww!,"" and ""Hot Crossed Nuts"")', 'Thomas F. Wilson (""The Algae\'s Always Greener,"" ""I Had an Accident"")', 'Kent Osborne (""The Great Snail Race,"" and ""Best Served Cold"")', 'Mark Fite (""The Krusty Sponge,"" ""Banned in Bikini Bottom,"" ""Krusty Dogs,"" and ""Safe Deposit Krabs"")', 'Bill Fagerbakke (""Sing a Song of Patrick,"" ""The Two Faces of Squidward,"" ""The Splinter,"" ""No Hat for Pat,"" ""Tunnel of Glove,"" ""Move It or Lose It,"" ""Chatterbox Gary,"" ""The Krusty Bucket,"" and ""Patrick Show Land"")', 'Paul Tibbitt (""What Ever Happened to SpongeBob?"")', 'Clancy Brown (""Kenny the Cat,"" ""Cuddle E. Hugs,"" ""Surf N\' Turf,"" and ""The Yard Sale"")', 'John Gegenhuber (""Mind the Gap"" and ""Hiccup Plague"")', 'Carlos Alazraqui (""Tattoo Hullabaloo"" and ""Too Many Patricks"")']",,Fish,,,
Incidental 18,https://spongebob.fandom.com/wiki/Incidental_18,"['""Ripped Pants""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']",Student,"['Bikini Bottom, Pacific Ocean', 'Binary Bottom (RobotInc 2)']",Male,Light olive green and red-orange,Black,Dee Bradley Baker,,Fish,,Mother,
Incidental 14,https://spongebob.fandom.com/wiki/Incidental_14,"""Ripped Pants""","['""Mooned!"" (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Babysitter', 'Parade balloon handler', 'Mail woman', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Man Rayopolis', 'Binary Bottom (RobotInc 3)', 'Cemetery']",Female,Magenta,Light yellow with black pupils,"['Carolyn Lawrence (""Band Geeks"" and ""Cave Dwelling Sponge"")', 'Jill Talley (""Patty Hype,"" ""Have You Seen This Snail?,"" ""Sharks vs. Pods,"" ""High Sea Diving,"" and ""To Dad and Back"")', 'Lori Alan (""Once Bitten"")', 'Rodger Bumpass (""Gary\'s Got Legs"" and ""Patrick the Mailman"")', 'Cree Summer (""Lost in Couch"")', 'Dee Bradley Baker (""Salty Sponge"")']",,Fish,,,
Incidental 60,https://spongebob.fandom.com/wiki/Incidental_60,"""Pickles""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Choir boy', 'Sailor', 'Whirly Brain advertiser', 'Cello player', 'Football player', 'Executive (""BusinessFish"" variant)', 'Tank company employee', 'Battle re-enactor', 'Red soldier', 'Choir singer', 'Flute player', 'Pilot', 'Businessfish', 'Krusty Krab soccer team player', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Binary Bottom (RobotInc 4)', 'Dullsville Senior Living, Dullsville']",Male,Faded-blue and light purple,Light yellow with black pupils,"['Dee Bradley Baker', 'Thomas F. Wilson (""Chocolate with Nuts"")', 'Doug Lawrence (""The Hankering"")', 'Clancy Brown (""Mimic Madness"")']",,Dolphinfish,,,
Incidental 20,https://spongebob.fandom.com/wiki/Dodo,"""Ripped Pants""","['""Necro-Nom-Nom-Nom-I-Con"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Trumpet player', 'Member of the Empty Head Society (Incidental EHS7)', 'Guitarist', 'Battle re-enactor', 'Red soldier', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Binary Bottom (RobotInc 5)']",Male,Light gray and dark purple,Black,"['Dee Bradley Baker', 'Rodger Bumpass']",,Butterflyfish,,,
Tom,https://spongebob.fandom.com/wiki/Incidental_6,"['""Ripped Pants""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Executive (""BusinessFish"" variant)', 'Bartender', 'Choir Boy', 'Doctor', 'Chef', 'Actor', 'Wig shop owner', 'Mattress salesman', 'Bank teller', 'Student', 'Blue soldier', 'Retirement home worker', 'Cameraman', 'Dentist', 'Bus driver', 'R.A. PennyPincher Vending Supplies employee', 'Choir singer', 'Miner', 'Chef at The Salty Spitoon (formerly)', 'Clapper guy', 'Photographer', 'Cotton candy vendor', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Atlantic City', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (RobotInc 6)', 'Cemetery (ZombieNoTorso)']",Male,Brown,Beige and black,"['Bill Fagerbakke (""MuscleBob BuffPants,"" ""Pranks a Lot,"" ""Sailor Mouth,"" ""Mimic Madness,"" and ""Get Off My Lawnie"")', 'Rodger Bumpass (""Your Shoe\'s Untied"")', 'Carlos Alazraqui (""Bubble Buddy"" and ""Party Pooper Pants"")', 'Susan Boyajian (""Doing Time"")', 'Tom Kenny (""Ghost Host,"" ""Glove World R.I.P.,"" and ""Tutor Sauce"")', 'Clancy Brown (""The Patrick Show Sells Out"")', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Trout,,,
Fred,https://spongebob.fandom.com/wiki/Fred,"['""Reef Blower""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Lumberjack', 'Janitor', 'Empty Head Society member', 'Pirate', 'Construction worker', 'Businessman', 'Gratitude Magazine model', 'Condo Island Servant', 'Band member', 'Tank company employee', 'Doctor', 'Battle re-enactor', 'Red soldier', 'Office job', 'Collector', 'Krusty Krab commercial crew member (formerly)', 'Excavator driver', 'Reporter', 'Soldier', 'Conductor (Incidental F1)', 'Salesgrouper', 'Executive (""BusinessFish"" variant)', 'Student', 'Bikini Bottom Pillow Foundry worker', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Condo Island', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire', 'Bikini Bottom Jail', 'Krusty Slammer', 'Pirate Territory', 'Binary Bottom (""RobotInc"" variant)', 'Dullsville', 'Cemetery']",Male,Brown,Black,"['Dee Bradley Baker (""Ripped Pants,"" ""Bossy Boots,"" ""Band Geeks,"" ""Squilliam Returns,"" ""Grooming Gary,"" and The SpongeBob Movie: Sponge Out of Water)', 'Tom Kenny (""Home Sweet Pineapple,"" ""Arrgh!,"" ""Snowball Effect,"" ""The Sponge Who Could Fly,"" ""Pranks a Lot,"" ""All That Glitters,"" ""Squid Wood,"" ""Sing a Song of Patrick,"" ""Walking the Plankton,"" ""Face Freeze!,"" ""Mimic Madness,"" ""Burst Your Bubble,"" and ""High Sea Diving"")', 'Clancy Brown (""Karate Choppers,"" ""Sandy, SpongeBob, and the Worm,"" and ""A Pal for Gary"")', 'Rodger Bumpass (""Hooky,"" ""Have You Seen This Snail?,"" ""My Pretty Seahorse,"" and ""Trident Trouble"")', 'Carlos Alazraqui (""Patty Hype"")', 'Bill Fagerbakke (""One Krabs Trash,"" ""Suction Cup Symphony,"" ""Sun Bleached,"" ""Squid Baby,"" ""Cave Dwelling Sponge,"" ""Squidward\'s Sick Daze,"" and ""Arbor Day Disarray"")', 'Thomas F. Wilson (""Chocolate with Nuts"")', 'Paul Tibbitt (""Enemy In-Law"")', 'Eban Schletter (singing voice in ""The Inmates of Summer"")', 'Mark Fite (""Professor Squidward"")', 'Jill Talley (""Truth or Square"")']",,Grouper,,Unnamed father,
Incidental 2,https://spongebob.fandom.com/wiki/Incidental_2,"['""Ripped Pants""', '""Reef Blower"" (cut)', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Chef ', 'Sailor', 'Krusty Krab commercial crew member (formerly)', 'R.A. PennyPincher Vending Supplies employee', 'Football player', 'Student', ""Hors d'oeuvres guy (Incidental F2)"", 'Doctor', 'Baker', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Binary Bottom (""RobotInc"" variant)']",Male,Salmon,Black,"['Rodger Bumpass (""Hooky"")', 'Clancy Brown (""Squid on Strike"")', 'Thomas F. Wilson (The SpongeBob SquarePants Movie)', 'Sirena Irwin (female)']",,Snapper,,Mother,
Incidental 7,https://spongebob.fandom.com/wiki/Incidental_7,"['""Ripped Pants""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Student', 'Bank Teller', 'Servant of King Poseidon', 'Tank company employee', 'Office job', 'Werewolf groomer', 'Actor', 'Hygenist', 'Photographer', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Atlantic City', 'New Kelp City', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)', 'Shady Shoals Rest Home']",Female,"['Dark gray', 'Light gray', 'Blue-gray']",White with black pupils,"['Jill Talley (""Roller Cowards,"" ""Giant Squidward,"" ""Fiasco!,"" ""Chum Fricassee,"" ""Plankton\'s Old Chum,"" ""Get Off My Lawnie,"" and ""Big Baby Patrick"")', 'Lori Alan (""The Slumber Party"")', 'Carolyn Lawrence (""The Abrasive Side,"" ""SpongeBob LongPants,"" ""Patrick\'s Coupon,"" ""Say Awww!,"" and ""PL-1413"")', 'Dee Bradley Baker (""Mermaid Man Begins"")', 'Mary Jo Catlett (""For Here or to Go"")', 'Susan Boyajian (""Patrick\'s Tantrum"")', 'Kate Higgins (""The Yard Sale"" and ""Blood is Thicker Than Grease"")', 'Cree Summer (""Backpay Payback,"" ""Olly Olly Organ Free,"" ""Tying the Klop-Knot,"" and ""Face/Off-Model"")']",,Minnow,,,
Incidental 8,https://spongebob.fandom.com/wiki/Incidental_8,"['""Ripped Pants""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Student', 'Actor in Glove World! film', 'Werewolf groomer', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)']",Female,"Light pink, white, and light red",White with black pupils,"['Bill Fagerbakke (""Don\'t Feed the Clowns"")', 'Tom Kenny (""Mimic Madness"")', 'Mary Jo Catlett (""Patrick-Man!"")']",,Striped squirrelfish,,,
Incidental 11,https://spongebob.fandom.com/wiki/Incidental_11,"""Squeaky Boots""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)']",Female,Dark gray,Black,"['Sirena Irwin (""Bossy Boots"")', 'Cree Summer (""Family Plotz"")']",,Squid,,,
